IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
3268_01,Rosts Ses,E,219,S,Africa,Grecia,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0
6367_02,Cank Botte,F,1215,S,Africa,Monaco,18.0,0,0,114.0,131.0,927.0,0.0,0.0,1
6482_01,Chtios Letie,F,1237,S,Africa,Monaco,26.0,0,0,414.0,239.0,681.0,352.0,0.0,0
9114_01,Phargak Healist,B,348,S,America,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4738_02,Hocks Pread,F,893,S,Africa,Grecia,29.0,0,0,574.0,0.0,4940.0,1831.0,2.0,0
4336_02,Terope Gloother,C,155,S,America,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7219_02,Pheino Arible,C,235,P,America,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0108_01,Natald Handertiz,G,19,S,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8849_01,Valex Chanash,G,1427,S,Europa,Monaco,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8789_01,Hollie Cartez,G,1417,S,Europa,Monaco,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5963_01,Poloos Bane,F,1228,P,Africa,Monaco,23.0,0,0,112.0,1184.0,143.0,2.0,585.0,0
6761_02,Neysma Horte,E,432,P,Africa,Grecia,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0334_01,Unfly Mushe,F,62,S,Africa,Grecia,29.0,0,0,5715.0,2.0,211.0,1476.0,0.0,0
1669_01,Flams Spane,F,317,S,Africa,Grecia,31.0,0,0,2436.0,0.0,147.0,16.0,0.0,0
1558_01,Benja Mcdowns,G,247,P,Europa,Grecia,62.0,0,0,877.0,15.0,0.0,0.0,1.0,0
7853_03,Cranch Chpie,F,1502,S,Africa,Grecia,9.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3495_04,Alatrix Volloor,C,127,S,America,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8108_01,Stevey Evedorsen,F,1552,S,Europa,Malta,19.0,0,0,150.0,605.0,0.0,0.0,1.0,0
0684_03,Jack Conie,F,145,P,Africa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4744_02,Sulaton Ingent,C,152,P,America,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7419_01,Race Bardson,G,1197,P,Europa,Outros,39.0,0,0,1.0,875.0,0.0,6.0,0.0,1
0169_01,Wandy Fisherry,G,23,P,Europa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5679_02,Shelle Casonston,G,920,S,Europa,Monaco,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3023_01,Panter Blane,F,631,P,Africa,Grecia,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5344_02,Dyonon Prieress,C,168,P,America,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0898_01,Jilla Alldson,G,134,S,Europa,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3417_01,Denis Fisheparks,F,703,P,Outros,Grecia,28.0,0,0,0.0,1376.0,4.0,0.0,0.0,1
8115_02,Eltais Prieress,B,318,S,America,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3004_02,Tin Clinantones,F,572,S,Europa,Grecia,32.0,0,0,0.0,53.0,0.0,744.0,0.0,0
8122_03,Gemmark Coning,C,302,S,America,Grecia,26.0,0,0,0.0,13.0,0.0,3803.0,3557.0,0
5337_01,Rish Bre,F,1024,S,Africa,Grecia,40.0,0,0,286.0,0.0,2299.0,12.0,0.0,1
5395_01,Fruik Traie,D,173,P,Africa,Grecia,28.0,0,0,4.0,0.0,2574.0,0.0,0.0,1
8542_01,Dow Chate,E,544,P,Africa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1860_02,Krazet Headfair,A,13,P,America,Monaco,35.0,0,0,95.0,3441.0,0.0,391.0,318.0,0
2310_02,Geons Holiabler,D,68,P,America,Grecia,56.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5601_02,Fery Vandan,G,904,S,Europa,Grecia,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0039_01,Jorgie Batthewitt,G,1,P,Europa,Monaco,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8244_01,Naomin Bailes,G,1337,P,Europa,Grecia,27.0,0,0,1007.0,0.0,0.0,9.0,0.0,0
1027_04,Trine Dal,F,211,P,Africa,Monaco,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4475_02,Nesham Fairdised,A,55,S,America,Monaco,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0564_02,Taura Dinsprody,B,24,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8959_01,Wimps Unhearfus,C,298,P,America,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5836_01,Phah Irintious,B,222,S,America,Monaco,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1008_01,Wasatz Spistory,C,39,S,America,Monaco,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4036_01,Jodia Evedorsen,G,662,S,Europa,Grecia,22.0,0,0,7.0,61.0,110.0,708.0,0.0,0
6756_03,Melvia Pittson,G,1095,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6800_01,Luise Krampbelles,G,1105,P,Europa,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7274_01,Loria Woodwinton,F,1506,P,Europa,Grecia,13.0,0,0,305.0,582.0,12.0,19.0,0.0,0
6756_01,Winia Pittson,F,1402,P,Europa,Grecia,23.0,0,0,0.0,0.0,12.0,726.0,19.0,0
7584_03,Mesaton Swingse,B,288,S,Outros,Grecia,31.0,0,0,0.0,1000.0,0.0,19.0,1776.0,0
2368_01,Prow Potte,E,141,P,Africa,Grecia,22.0,0,0,579.0,0.0,267.0,0.0,108.0,0
9278_01,Kurta Mondalley,G,1499,S,Europa,Malta,18.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4961_01,Ane Read,F,942,S,Africa,Grecia,32.0,0,0,1016.0,0.0,307.0,5.0,0.0,1
4474_01,Helley Tuckers,G,730,S,Europa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7097_04,Sulah Poilsive,A,75,P,America,Monaco,33.0,1,0,0.0,16.0,12.0,2349.0,12.0,0
4983_01,Mabley Mcbriguez,F,1016,P,Europa,Grecia,22.0,0,0,61.0,0.0,214.0,445.0,0.0,1
4367_01,Raceky Masquez,G,710,S,Europa,Monaco,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9148_01,Elice Paulllegory,G,1473,S,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3337_03,Mesarix Boltund,B,125,S,America,Grecia,32.0,0,0,0.0,0.0,7.0,3653.0,226.0,0
6984_02,Peefox Hake,F,1450,P,Africa,Grecia,54.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0818_01,Ksorab Couseced,B,29,S,America,Grecia,71.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1330_01,Sts Mare,D,46,S,Africa,Grecia,47.0,0,0,405.0,0.0,193.0,458.0,0.0,0
6043_01,Thell Reilline,G,978,P,Europa,Grecia,28.0,0,0,0.0,292.0,1039.0,1.0,489.0,0
6544_01,Taura Pumpeshaft,C,243,S,America,Grecia,37.0,0,0,0.0,4616.0,339.0,2008.0,175.0,1
5471_01,Jeanie Loway,G,877,S,Europa,Grecia,57.0,0,0,685.0,0.0,0.0,0.0,0.0,0
4498_03,Lorie Beckeetter,G,734,S,Europa,Malta,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8342_03,Aldera Sprender,E,548,S,America,Monaco,37.0,0,0,0.0,2215.0,2.0,1294.0,274.0,0
9157_05,Neilda Navages,G,1476,S,Europa,Grecia,31.0,0,0,0.0,522.0,0.0,54.0,332.0,0
9160_01,Frey Booness,F,1770,S,Europa,Grecia,19.0,0,0,640.0,0.0,0.0,38.0,12.0,0
5714_03,Bobina Hamcmahon,G,916,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0764_01,Danna Toddleton,G,115,S,Europa,Grecia,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3883_03,Dira Unreezy,B,150,S,America,Monaco,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3071_01,Saiphda Cracionfic,B,113,S,America,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5497_02,Edaron Covetive,B,210,S,America,Grecia,28.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8710_01,Frandy Scheron,F,1688,S,Europa,Malta,24.0,0,0,312.0,227.0,50.0,0.0,0.0,0
1597_01,Thewis Hahnstonsen,G,254,P,Europa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1049_02,Yakers Prie,F,217,P,Africa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2814_01,Fredy Smalloney,G,455,P,Outros,Malta,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8704_01,Pie Facke,F,1686,S,Africa,Grecia,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3903_06,Iandy Doughan,G,636,P,Europa,Monaco,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2070_01,Sanda Gilleyons,E,127,P,Europa,Grecia,17.0,0,0,0.0,1.0,533.0,326.0,0.0,1
5716_01,Gabrin Jimes,F,1093,S,Europa,Malta,29.0,0,0,0.0,173.0,0.0,0.0,1155.0,1
6270_01,Troya Puckenton,F,1297,P,Europa,Grecia,34.0,0,0,124.0,0.0,0.0,679.0,0.0,0
3301_04,Lulah Domington,G,525,S,Europa,Grecia,20.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4108_01,Tarino Aroodint,B,158,S,America,Monaco,48.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5924_01,Nelley Brantuarez,F,1225,P,Europa,Grecia,51.0,0,0,152.0,55.0,25.0,74.0,289.0,0
4879_01,Emilla Hebernandry,G,786,P,Europa,Grecia,20.0,0,0,362.0,0.0,31.0,12.0,483.0,0
1326_01,Wales Gelte,F,257,S,Africa,Grecia,30.0,0,0,1450.0,0.0,0.0,0.0,1147.0,0
4172_04,Puffs Facle,F,856,P,Africa,Monaco,24.0,0,0,1363.0,0.0,50.0,0.0,0.0,0
4485_01,Rooses Tirte,F,922,P,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3071_02,Alballa Cracionfic,B,113,S,America,Grecia,26.0,0,0,0.0,0.0,8.0,21.0,6023.0,0
9004_01,Kabiton Plegred,B,292,P,America,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8194_01,Hary Puckenton,F,1567,S,Europa,Grecia,18.0,0,0,0.0,0.0,662.0,30.0,0.0,1
5557_01,Jerek Mathison,G,890,P,Europa,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7885_01,Tancis Potters,G,1273,P,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0302_01,Lesley Shephendry,F,67,P,Europa,Grecia,23.0,0,0,0.0,0.0,15.0,0.0,1370.0,0
4457_01,Milyn Nguerrettye,F,917,P,Europa,Grecia,24.0,0,0,698.0,0.0,51.0,2.0,4.0,1
3847_01,Gatrino Reshory,C,126,P,America,Grecia,36.0,0,0,90.0,2050.0,0.0,15.0,1244.0,0
8176_01,Mintard Guloofant,A,98,S,America,Monaco,28.0,0,0,5.0,8252.0,0.0,181.0,3027.0,0
4910_01,Tetraix Dratembid,E,306,P,America,Grecia,42.0,0,0,0.0,1330.0,0.0,2711.0,691.0,0
4437_01,Idacey Cartz,G,725,S,Europa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1348_01,Batan Balightal,B,57,S,America,Grecia,22.0,0,0,0.0,1531.0,0.0,369.0,2969.0,0
8504_02,Kencey Moranthons,G,1385,P,Europa,Monaco,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9254_01,Kenny Mallerez,G,1502,P,Europa,Malta,61.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4498_05,Karay Beckeetter,G,734,S,Europa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1977_01,Froder Paska,F,393,P,Africa,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1110_01,Auvara Ennalve,C,42,S,America,Grecia,23.0,0,0,0.0,24.0,0.0,55.0,7516.0,0
3615_01,Kurta Greenez,G,583,S,Europa,Monaco,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0
7283_01,Walls One,F,1509,P,Africa,Grecia,20.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8036_02,Brene Maldon,F,1537,S,Europa,Grecia,35.0,0,0,0.0,0.0,62.0,0.0,891.0,0
3311_01,Neutrin Alenter,E,221,S,America,Grecia,26.0,0,0,0.0,1638.0,0.0,476.0,226.0,0
5404_01,Bettie Gentledges,F,1111,P,Europa,Grecia,38.0,0,0,766.0,38.0,0.0,0.0,0.0,0
9073_01,Marazha Shricatory,A,107,S,America,Grecia,13.0,0,0,24.0,838.0,1069.0,1376.0,181.0,0
0878_01,Sceres Bancy,D,31,S,Africa,Malta,37.0,1,0,381.0,0.0,3.0,447.0,0.0,0
7047_01,Ryany Wilderssen,G,1152,S,Europa,Monaco,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6672_04,Coass Deva,F,1387,P,Africa,Grecia,11.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7903_01,Ricard Weberton,F,1638,P,Europa,Grecia,39.0,0,0,472.0,0.0,0.0,173.0,0.0,0
6016_02,Norahe Gardonadox,G,973,P,Europa,Grecia,20.0,0,0,3.0,0.0,0.0,806.0,0.0,0
8467_01,Branda Hebernandry,G,1379,P,Europa,Monaco,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7408_01,Plat Katte,F,1420,S,Africa,Grecia,32.0,0,0,193.0,0.0,1116.0,0.0,0.0,0
7937_02,Sarino Skessid,D,229,S,America,Monaco,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8941_03,Tifet Perie,E,575,P,Africa,Grecia,14.0,0,0,1737.0,0.0,336.0,0.0,0.0,0
4970_01,Andary Wilderssen,F,943,S,Europa,Malta,26.0,0,0,0.0,9.0,0.0,0.0,1376.0,0
0586_01,Askeid Oillicaly,D,23,P,America,Grecia,53.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0371_01,Chrey Dutte,F,84,P,Africa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5601_04,Vanney Vandan,F,1069,S,Europa,Grecia,21.0,0,0,958.0,1668.0,82.0,0.0,78.0,1
2310_03,Elebara Pleele,D,68,P,America,Grecia,59.0,0,0,0.0,2210.0,0.0,4085.0,11.0,0
7305_01,Kaye Strongers,G,1190,S,Europa,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7069_03,Ericky Waltonnedy,G,1159,S,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3068_01,Tyrona Mcfarley,G,500,P,Europa,Grecia,62.0,0,0,379.0,453.0,0.0,7.0,0.0,0
0984_05,Greggy Sweekstarks,F,182,S,Europa,Monaco,20.0,0,0,0.0,11.0,0.0,136.0,1088.0,0
8508_01,Proos Bake,F,1747,P,Africa,Grecia,48.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6253_01,Cinets Pota,F,1289,P,Africa,Grecia,57.0,0,0,368.0,0.0,636.0,1082.0,512.0,0
7624_01,Gieba Emetillove,C,284,S,America,Malta,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3506_01,Minoces Hometerval,B,113,P,America,Monaco,48.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8214_01,Atinon Exnutchor,D,242,S,America,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3928_01,Anchird Witeronfus,E,264,S,America,Outros,28.0,0,0,3.0,1300.0,0.0,1250.0,1148.0,0
4142_01,Maiah Deryplinet,C,148,S,America,Grecia,43.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6324_02,Murie Hinetthews,G,1025,S,Europa,Monaco,44.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5423_02,Cranch Prine,E,341,P,Africa,Grecia,28.0,0,0,142.0,0.0,1878.0,62.0,0.0,1
1086_04,Almary Willangsey,E,61,P,Europa,Outros,19.0,0,0,0.0,0.0,0.0,641.0,0.0,1
6608_01,Brada Rochaserry,F,1374,P,Europa,Grecia,21.0,0,0,588.0,0.0,17.0,0.0,1548.0,0
8079_01,Blancy Hubbarton,F,1548,S,Europa,Malta,21.0,0,0,505.0,0.0,0.0,0.0,110.0,1
3080_01,Florey Alldson,F,584,S,Europa,Grecia,40.0,0,0,0.0,0.0,0.0,822.0,2.0,0
5282_02,Eulah Torrez,F,1016,S,Europa,Grecia,26.0,0,0,0.0,196.0,0.0,0.0,487.0,1
2515_02,Keidus Forous,B,96,S,America,Monaco,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3392_02,Jenn Gallard,G,541,S,Europa,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0939_01,Eulah Peter,G,135,P,Europa,Outros,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9227_02,Jorgie Hinglendez,G,1498,P,Europa,Malta,11.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1231_01,Marms Emead,E,77,P,Africa,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8123_01,Violan Newtontoss,G,1312,P,Europa,Grecia,45.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0772_01,Minoton Hednigic,E,56,S,America,Monaco,37.0,0,0,0.0,16.0,325.0,4476.0,1359.0,0
8021_01,Oraine Blandez,G,1298,P,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0789_01,Mesath Imprank,A,8,S,America,Grecia,31.0,1,0,0.0,166.0,4.0,2177.0,342.0,0
1457_01,Bra Combson,E,110,S,Europa,Grecia,61.0,0,0,0.0,368.0,3.0,4422.0,0.0,0
2296_01,Kencey Patteraley,G,369,P,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0899_02,Allene Warrishales,G,130,P,Europa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7518_01,Acrabih Droning,B,246,P,America,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0955_01,Glena Smalloney,G,145,S,Europa,Monaco,17.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3558_02,Rose Manie,F,737,P,Africa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4261_01,Vivers Fatte,D,137,S,Africa,Monaco,56.0,0,0,412.0,492.0,9.0,117.0,33.0,1
6234_01,Sters Bun,F,1287,P,Africa,Malta,40.0,1,0,301.0,0.0,1310.0,4.0,0.0,1
3295_01,Nancey Horndley,G,538,P,Europa,Monaco,20.0,0,0,2598.0,927.0,0.0,866.0,2.0,0
4902_01,Dennie Whiters,G,791,P,Europa,Grecia,46.0,0,1,0.0,0.0,0.0,0.0,0.0,0
1186_02,Elany Browlerson,G,183,S,Europa,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5627_01,Nelsie Stanters,G,899,P,Europa,Grecia,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0
1599_02,Enifak Drelcate,C,58,P,America,Monaco,53.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0459_01,Hardy Nichoan,F,84,S,Europa,Grecia,15.0,0,0,2156.0,0.0,0.0,59.0,2.0,0
7910_01,Fery Rushing,F,1639,P,Europa,Outros,30.0,0,0,4.0,637.0,0.0,0.0,3.0,0
9257_01,Ties Apple,F,1892,P,Outros,Grecia,13.0,0,0,39.0,0.0,1085.0,24.0,0.0,0
5080_01,Herina Buckeelez,F,969,S,Europa,Outros,21.0,0,0,1.0,0.0,143.0,558.0,1.0,0
4373_01,Russey Mejiarkerox,F,822,S,Europa,Malta,36.0,0,0,735.0,0.0,2.0,0.0,0.0,0
1051_01,Frandy Warrison,F,197,S,Europa,Grecia,21.0,0,0,2.0,447.0,81.0,74.0,0.0,0
4083_01,Tauvaah Clarty,C,146,S,America,Grecia,21.0,0,0,0.0,6190.0,1828.0,7.0,35.0,1
0129_01,Race Fowles,G,22,S,Europa,Malta,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6734_02,Shail Sparsaxle,C,249,S,America,Monaco,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8018_01,Juane Popelazquez,F,1532,S,Europa,Grecia,54.0,0,0,0.0,0.0,5.0,1268.0,26.0,0
6305_02,Ashird Parbleake,B,248,S,America,Grecia,46.0,0,0,3616.0,564.0,0.0,15.0,3303.0,0
8836_01,Harlos Mcinton,F,1821,P,Europa,Grecia,26.0,0,0,903.0,0.0,182.0,0.0,27.0,0
6433_01,Permit Prité,D,193,S,Africa,Monaco,53.0,0,0,83.0,0.0,1590.0,60.0,0.0,1
7944_02,Alarkab Reewerpic,D,230,S,America,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2253_01,Cherry Cruzaley,G,359,S,Europa,Grecia,54.0,0,0,701.0,32.0,171.0,8.0,0.0,0
1850_02,Leene Schwardson,F,356,S,Europa,Monaco,25.0,0,0,0.0,0.0,1.0,735.0,25.0,0
6957_01,Minoton Sloweber,B,266,S,America,Grecia,26.0,0,0,135.0,2080.0,7.0,34.0,84.0,1
8226_01,Sunk Mille,F,1572,S,Africa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0769_01,Astrah Reeddommy,B,28,S,America,Monaco,54.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6949_01,Lolas Dillestron,E,464,S,Europa,Monaco,25.0,0,0,0.0,12.0,851.0,19.0,103.0,0
9068_01,Alurops Clinarfork,C,337,S,America,Grecia,31.0,0,0,1062.0,1605.0,0.0,2718.0,1674.0,0
4943_01,Packs Curie,F,1009,P,Africa,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6436_01,Hene Barks,G,1043,S,Europa,Grecia,24.0,0,0,552.0,1.0,0.0,231.0,0.0,1
0471_02,Izarino Fuelisent,B,22,P,America,Monaco,30.0,0,0,0.0,7972.0,0.0,0.0,4.0,1
6276_01,Coracy Grifford,G,1011,P,Europa,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6302_02,Shanie Simsey,G,1015,P,Europa,Grecia,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2704_01,Alfrey Shieldson,F,521,S,Europa,Grecia,44.0,0,0,1178.0,1.0,348.0,0.0,0.0,0
5763_02,Erick Alentonway,F,1099,S,Europa,Grecia,24.0,0,0,0.0,0.0,0.0,838.0,193.0,0
5889_01,Leony Perrerojass,G,954,P,Europa,Grecia,48.0,0,0,0.0,0.0,790.0,2368.0,1292.0,0
1897_02,Arino Gocent,C,72,S,America,Grecia,38.0,0,0,0.0,354.0,0.0,1806.0,0.0,1
3608_02,Alhail Mormonized,D,122,P,America,Grecia,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1577_01,Keitha Grahangory,F,310,P,Europa,Outros,23.0,0,0,0.0,169.0,0.0,0.0,0.0,1
8540_01,Dory Sextones,F,1645,S,Europa,Grecia,24.0,0,0,686.0,0.0,13.0,0.0,0.0,0
7371_01,Dandra Reyersendry,G,1185,P,Europa,Monaco,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8633_01,Jenne Daughessey,F,1665,S,Europa,Grecia,17.0,0,0,2.0,33.0,97.0,553.0,0.0,0
3588_02,Terry Concy,D,120,P,Africa,Grecia,40.0,0,0,787.0,0.0,88.0,0.0,0.0,0
8470_01,Brafirk Aloubtled,C,281,P,America,Monaco,31.0,1,0,8243.0,280.0,0.0,3220.0,2285.0,0
2373_01,Bens Aneetle,D,81,S,America,Grecia,36.0,0,0,0.0,4756.0,0.0,7818.0,96.0,0
4549_01,Leria Woody,E,298,S,Europa,Grecia,42.0,0,0,0.0,1.0,0.0,17.0,1601.0,0
3726_01,Brence Bardina,G,604,P,Europa,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4690_01,Mediah Dishocatal,B,156,P,America,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2071_01,Zaninon Subateful,C,78,S,America,Monaco,45.0,0,0,0.0,3559.0,0.0,3615.0,163.0,0
5485_01,Kennie Portananney,G,880,P,Europa,Grecia,20.0,0,0,0.0,9.0,82.0,14.0,704.0,0
2831_01,Weznif Fandomatty,D,86,P,America,Grecia,23.0,0,0,0.0,824.0,0.0,495.0,1479.0,1
3499_02,Yolace Clemondsey,G,574,P,Europa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7747_01,Supix Dal,F,1611,P,Africa,Grecia,41.0,0,0,688.0,31.0,1880.0,0.0,0.0,0
1027_01,Cort Dal,F,211,P,Africa,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1256_01,Hary Erpie,E,92,S,Africa,Grecia,27.0,0,0,1277.0,0.0,1.0,10.0,9.0,0
0786_01,Robyny Hartz,G,113,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1590_02,Ankark Crakenecal,D,57,S,America,Monaco,33.0,0,0,0.0,26.0,1.0,33.0,2439.0,0
7952_02,Beris Sueke,E,524,S,Africa,Grecia,53.0,0,0,868.0,0.0,686.0,520.0,24.0,0
3406_01,Iononus Metiveal,C,112,P,America,Grecia,49.0,0,0,0.0,104.0,809.0,3668.0,7.0,0
2819_01,Stal Ocherman,F,586,P,Europa,Grecia,38.0,0,0,77.0,169.0,0.0,0.0,470.0,0
5177_01,Aldebah Gealably,B,201,S,America,Grecia,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
8186_04,Rayley Jenkinnedy,G,1319,S,Europa,Malta,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7490_01,Grette Garrincent,G,1217,S,Europa,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7028_01,Dandra Reyervaney,G,1148,S,Europa,Monaco,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0405_01,Denis Flowensley,F,89,P,Europa,Monaco,17.0,0,0,177.0,0.0,0.0,310.0,7.0,0
2136_01,Sallie Waltonnedy,G,343,S,Europa,Grecia,61.0,0,0,2.0,0.0,17.0,868.0,28.0,0
4502_01,Triple Jamai,E,281,P,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9104_01,Izares Foraud,C,302,P,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2042_01,Rosiey Floways,F,394,S,Europa,Grecia,50.0,0,0,0.0,0.0,0.0,785.0,19.0,0
8956_03,Sallyl Bonnondry,G,1453,P,Europa,Malta,24.0,0,0,0.0,0.0,40.0,0.0,575.0,0
2104_01,Sonard Bootez,F,414,S,Europa,Grecia,29.0,0,0,776.0,0.0,4.0,0.0,23.0,0
6833_01,Sta Mccarveymon,E,452,S,Europa,Outros,23.0,0,0,7.0,0.0,0.0,716.0,800.0,1
5819_01,Alcorab Suptive,B,221,S,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2941_01,Coreee Beasleyes,G,477,P,Europa,Grecia,16.0,0,0,24.0,0.0,13.0,717.0,0.0,0
